Name of Initiative, Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","3040 S Alabama Ave Monroeville, AL 36460 (31.486292, -87.326545)",3040 S Alabama Ave,,Monroeville,AL,36460,(251) 302-2526,1992040950,Administrative Location,614
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc","101 Park Pl Selma, AL 36701 (32.42676, -87.053073)",101 Park Pl,,Selma,AL,36701,(334) 874-7428,1992040950,Administrative Location,608
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","228 Selma Ave Selma, AL 36701 (32.404991, -87.030163)",228 Selma Ave,,Selma,AL,36701,(334) 877-1490,1992040950,Administrative Location,613
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","2210 Highway 221 Camden, AL 36726 (32.001067, -87.336125)",2210 Highway 221,,Camden,AL,36726,(334) 682-5772,1992040950,Administrative Location,612
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","1502 Us Highway 80 E Demopolis, AL 36732 (32.502922, -87.815963)",1502 Us Highway 80 E,Unit A,Demopolis,AL,36732,(334) 289-1193,1992040950,Administrative Location,611
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","1310 Washington St Marion, AL 36756 (32.619461, -87.317529)",1310 Washington St,,Marion,AL,36756,(334) 683-2073,1992040950,Administrative Location,610
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","867 County Road 59 Pine Apple, AL 36768 (31.904752, -86.999587)",867 County Road 59,,Pine Apple,AL,36768,(251) 746-2197,1992040950,Administrative Location,616
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","111 Main St Thomaston, AL 36783 (32.267371, -87.624178)",111 Main St,,Thomaston,AL,36783,(334) 627-3497,1992040950,Administrative Location,609
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Rural Health Medical Program, Inc.","Rural Health Medical Program, Inc.","330 Old Hamburg Rd Uniontown, AL 36786 (32.45284, -87.508257)",330 Old Hamburg Rd,,Uniontown,AL,36786,(334) 628-2651,1992040950,Administrative Location,615
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Williamson County Hospital District,Williamson County Hospital District,"4321 Carothers Pkwy Franklin, TN 37067 (35.916684, -86.817047)",4321 Carothers Pkwy,,Franklin,TN,37067,(615) 435-5563,1174086409,Administrative Location,738
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Macedonia Baptist Church,"3119 Spring Place Rd Se Cleveland, TN 37323 (35.112709, -84.830119)",3119 Spring Place Rd Se,,Cleveland,TN,37323,(314) 313-2722,1588022727,Community Setting,879
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Galen Medical Group, Pc","Galen Medical Group, Pc","5864 Highway 153 Ste 116 Hixson TN 37343 (35.162193, -85.247594)",5864 Highway 153,Ste 116,Hixson,TN,37343,(423) 954-9010,1346250057,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Galen Medical Group, Pc","Galen Medical Group, Pc","1651 Gunbarrel Rd Chattanooga, TN 37421 (35.020746, -85.160682)",1651 Gunbarrel Rd,Ste 301,Chattanooga,TN,37421,(423) 954-9010,1346250057,Administrative Location,888
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"US Diabetes Care Of Morristown, Llc","US Diabetes Care Of Morristown, Llc","2231 Sandstone Dr Morristown, TN 37814 (36.208796, -83.322674)",2231 Sandstone Dr,,Morristown,TN,37814,(423) 616-0625,1255995916,Administrative Location,934
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,East Jackson Family Medical Center,"655 Lexington Ave Jackson, TN 38301 (35.622488, -88.790504)",655 Lexington Ave,,Jackson,TN,38301,(314) 313-2722,1588022727,Community Setting,875
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Lane College,"545 Lane Ave Jackson, TN 38301 (35.627686, -88.806479)",545 Lane Ave,,Jackson,TN,38301,(901) 563-0202,1588022727,Community Setting,877
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,St James Missionary Baptist,"278 Preston St Jackson, TN 38301 (35.62327, -88.808816)",278 Preston St,,Jackson,TN,38301,(731) 935-9267,1588022727,Community Setting,882
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,University Of Memphis Lambuth,"705 Lambuth Blvd Jackson, TN 38301 (35.624127, -88.826576)",705 Lambuth Blvd,,Jackson,TN,38301,(901) 563-0202,1588022727,Community Setting,885
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Wesley Chapel United Methodist,"1530 E Chester St Jackson, TN 38301 (35.611646, -88.789298)",1530 E Chester St,,Jackson,TN,38301,(314) 313-2722,1588022727,Community Setting,886
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,West Bemis Baptist Church,"95 Butler St Jackson, TN 38301 (35.570108, -88.827741)",95 Butler St,,Jackson,TN,38301,(901) 563-0202,1588022727,Community Setting,887
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Front Page Fame Llc,"541 Wiley Parker Rd Jackson, TN 38305 (35.66249, -88.851638)",541 Wiley Parker Rd,,Jackson,TN,38305,(314) 313-2722,1588022727,Administrative Location,876
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Love And Truth Church,"565 Oil Well Rd Jackson, TN 38305 (35.689854, -88.867321)",565 Oil Well Rd,,Jackson,TN,38305,(731) 935-9267,1588022727,Community Setting,878
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Taylor Medical Center,"460 N Parkway Jackson, TN 38305 (35.646868, -88.846623)",460 N Parkway,,Jackson,TN,38305,(314) 313-2722,1588022727,Community Setting,883
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Union University,"1050 Union University Dr Jackson, TN 38305 (35.682789, -88.85924)",1050 Union University Dr,,Jackson,TN,38305,(731) 935-9267,1588022727,Community Setting,884
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,Morning Star Baptist Church,"612 N 12th Ave Humboldt, TN 38343 (35.82399, -88.918909)",612 N 12th Ave,,Humboldt,TN,38343,(314) 313-2722,1588022727,Community Setting,880
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Front Page Fame Llc,New St Luke Baptist,"701 W Main St Humboldt, TN 38343 (35.82013, -88.922128)",701 W Main St,,Humboldt,TN,38343,(731) 935-9267,1588022727,Community Setting,881
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Baptist Memorial Hospital-Huntingdon,Baptist Memorial Hospital-Huntingdon,"631 Rb Wilson Dr Huntingdon, TN 38344 (36.023041, -88.413492)",631 Rb Wilson Dr,,Huntingdon,TN,38344,(731) 986-7096,1710941356,Administrative Location,14
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Magnolia Medical Foundation,Magnolia Medical Foundation,"1230 Raymond Rd Jackson, MS 39204 (32.284279, -90.241921)",1230 Raymond Rd,Ste 600,Jackson,MS,39204,(601) 613-3737,1114421021,Administrative Location,324
Medicare Diabetes Prevention Program (MDPP) Expanded Model,State Of Mississippi-University Of Mississippi Medical Center,State Of Mississippi-University Of Mississippi Medical Center,"2500 N State St Jackson, MS 39216 (32.328783, -90.17558)",2500 N State St,,Jackson,MS,39216,(601) 984-2233,1154317527,Administrative Location,646
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Hattiesburg Clinic Pa,Hattiesburg Clinic Pa,"5909 U S Highway 49, Ste 30 Hc Diabetes Prevention Program Hattiesburg MS 39402 (31.310225, -89.320328)","5909 U S Highway 49, Ste 30",Hc Diabetes Prevention Program,Hattiesburg,MS,39402,(601) 296-2780,1528651353,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Habitnu,"43 Town Center Sq C/O Diabetes Coalition Of Ms Hattiesburg MS 39402 (31.335865, -89.379246)",43 Town Center Sq,C/O Diabetes Coalition Of Ms,Hattiesburg,MS,39402,(601) 402-4058,1144722653,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Magnolia Medical Foundation,Magnolia Medical Foundation,"11975 Seaway Rd Ste B239 Gulfport MS 39503 (30.433655, -89.034401)",11975 Seaway Rd,Ste B239,Gulfport,MS,39503,(228) 860-7530,1114421021,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"University Of Louisville Physicians, Inc","University Of Louisville Physicians, Inc","204 E Market St Louisville, KY 40202 (38.254413, -85.749416)",204 E Market St,,Louisville,KY,40202,(502) 588-4340,1467727578,Administrative Location,930
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"University Of Louisville Physicians, Inc","University Of Louisville Physicians, Inc","401 E Chestnut St Louisville, KY 40202 (38.247683, -85.746179)",401 E Chestnut St,Unit 310,Louisville,KY,40202,(502) 588-4499,1467727578,Administrative Location,931
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Baptist Healthcare System Inc,Baptist Health Lexington,"2101 Nicholasville Rd Lexington, KY 40503 (38.01054, -84.516906)",2101 Nicholasville Rd,Ste 108,Lexington,KY,40503,(859) 260-5122,1538244918,Community Setting,12
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Baptist Healthcare System Inc,Baptist Health Lexington,"1740 Nicholasville Rd Lexington, KY 40503 (38.018842, -84.513948)",1740 Nicholasville Rd,,Lexington,KY,40503,(859) 260-5122,1538244918,Administrative Location,13
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Kentucky,Barnstable Brown Kentucky Diabetes,"2195 Harrodsburg Rd Lexington, KY 40504 (38.024544, -84.53895)",2195 Harrodsburg Rd,# 125,Lexington,KY,40504,(859) 323-2232,1215449178,Administrative Location,721
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Physicians & Surgeons Inc,Marshall University Research Corp,"1080 Meadowbrook Ln  Louisa KY 41230 (38.093855, -82.601183)",1080 Meadowbrook Ln,,Louisa,KY,41230,(606) 638-4389,1073256665,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Clark & Powell Associates, Llc",Diabetes Resource Center,"530 Noel Ave  Hopkinsville KY 42240 (36.856311, -87.516228)",530 Noel Ave,,Hopkinsville,KY,42240,(270) 707-0060,1912530502,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Owensboro Health Inc,Owensboro Health Regional Hospital,"1006 Ford Ave Owensboro, KY 42301 (37.753633, -87.122695)",1006 Ford Ave,,Owensboro,KY,42301,(270) 688-4804,1285613612,Administrative Location,518
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Osu Family Practice Services,Osu Carepoint Lewis Center,"6515 Pullman Dr Lewis Center, OH 43035 (40.200956, -83.027459)",6515 Pullman Dr,Ste 2200,Lewis Center,OH,43035,(614) 688-7150,1659339653,Administrative Location,516
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Osu Family Practice Services,Osu Carepoint Lewis Center,"6515 Pullman Dr Lewis Center, OH 43035 (40.200956, -83.027459)",6515 Pullman Dr,,Lewis Center,OH,43035,(614) 688-7150,1659339653,Community Setting,517
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Monitor My Health, Inc.","Monitor My Health, Inc.","20 S 3rd St Columbus, OH 43215 (39.962007, -82.997908)",20 S 3rd St,Ste 210,Columbus,OH,43215,(203) 683-5946,1760968598,Administrative Location,905
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Fchc Medical Care, Llc","Fchc Medical Care, Llc","725 S Shoop Ave  Wauseon OH 43567 (41.539018, -84.132942)",725 S Shoop Ave,,Wauseon,OH,43567,(419) 330-2772,1598821175,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Toledo Clinic Incorporated,Toledo Clinic Incorporated,"4235 Secor Rd Toledo, OH 43623 (41.695391, -83.623336)",4235 Secor Rd,,Toledo,OH,43623,(419) 469-6884,1124689526,Administrative Location,714
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Ashtabula County Ymca,"263 W Prospect Rd Ashtabula, OH 44004 (41.871235, -80.781279)",263 W Prospect Rd,,Ashtabula,OH,44004,(216) 509-3480,1295075018,Community Setting,746
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,French Creek Family Ymca,"2010 Recreation Ln Avon, OH 44011 (41.46102, -82.06211)",2010 Recreation Ln,,Avon,OH,44011,(216) 509-3480,1295075018,Administrative Location,748
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,French Creek Ymca,"2010 Recreation Ln Avon, OH 44011 (41.46102, -82.06211)",2010 Recreation Ln,,Avon,OH,44011,(216) 509-3480,1295075018,Community Setting,749
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Old Firehouse Community Center,"100 Avon Belden Rd Avon Lake, OH 44012 (41.510466, -82.01858)",100 Avon Belden Rd,,Avon Lake,OH,44012,(216) 509-3480,1295075018,Community Setting,755
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Geauga Family Ymca,"12460 Bass Lake Rd Chardon, OH 44024 (41.53052, -81.216629)",12460 Bass Lake Rd,,Chardon,OH,44024,(216) 509-3480,1295075018,Community Setting,750
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Vfw Post 9871,"6805 Lear Nagle Rd North Ridgeville, OH 44039 (41.391264, -81.982138)",6805 Lear Nagle Rd,,North Ridgeville,OH,44039,(216) 509-3480,1295075018,Community Setting,759
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Lorain County Health & Dentistry,"1205 Broadway Lorain, OH 44052 (41.460216, -82.170629)",1205 Broadway,,Lorain,OH,44052,(216) 509-3480,1295075018,Community Setting,753
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,El Centro,"2800 Pearl Ave Lorain, OH 44055 (41.445201, -82.136717)",2800 Pearl Ave,,Lorain,OH,44055,(216) 509-3480,1295075018,Community Setting,747
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Vermilion Ymca,"320 Aldrich Rd Vermilion, OH 44089 (41.427031, -82.329974)",320 Aldrich Rd,,Vermilion,OH,44089,(216) 509-3480,1295075018,Community Setting,758
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Lakewood Family Ymca,"16915 Detroit Ave Lakewood, OH 44107 (41.485347, -81.81461)",16915 Detroit Ave,,Lakewood,OH,44107,(216) 509-3480,1295075018,Community Setting,752
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,West Park-Fairview Ymca,"15501 Lorain Ave Cleveland, OH 44111 (41.45211, -81.806048)",15501 Lorain Ave,,Cleveland,OH,44111,(216) 509-3480,1295075018,Community Setting,761
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Parker Hannifin Downtown Ymca,"1301 E 9th St Cleveland, OH 44114 (41.504211, -81.690306)",1301 E 9th St,,Cleveland,OH,44114,(216) 509-3480,1295075018,Community Setting,756
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Ymca Of Greater Cleveland,"1801 Superior Ave E Cleveland, OH 44114 (41.506772, -81.679703)",1801 Superior Ave E,Ste 130,Cleveland,OH,44114,(216) 509-3480,1295075018,Community Setting,763
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Hillcrest Family Ymca,"5000 Mayfield Rd Lyndhurst, OH 44124 (41.51983, -81.500247)",5000 Mayfield Rd,,Lyndhurst,OH,44124,(216) 509-3480,1295075018,Community Setting,751
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Warrensville Heights Ymca,"4433 Northfield Rd Warrensville Heights, OH 44128 (41.439497, -81.526279)",4433 Northfield Rd,,Warrensville Heights,OH,44128,(216) 509-3480,1295075018,Community Setting,760
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,North Royalton Ymca,"11409 State Rd North Royalton, OH 44133 (41.32893, -81.724637)",11409 State Rd,,North Royalton,OH,44133,(216) 509-3480,1295075018,Community Setting,754
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,Uh Parma Health Ed. Center,"7300 State Rd Parma, OH 44134 (41.366927, -81.716387)",7300 State Rd,,Parma,OH,44134,(216) 509-3480,1295075018,Community Setting,757
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ymca Of Greater Cleveland,West Shore Ymca,"1575 Columbia Rd Westlake, OH 44145 (41.464411, -81.901873)",1575 Columbia Rd,,Westlake,OH,44145,(216) 509-3480,1295075018,Community Setting,762
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Advanced Rehabilitation And Health Specialists Inc,Advanced Rehabilitation And Health Specialists Inc,"4707 Mill St Mantua, OH 44255 (41.281293, -81.222165)",4707 Mill St,,Mantua,OH,44255,(330) 274-2747,1780763763,Administrative Location,5
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Habitnu,"3950 Red Bank Rd Cincinnati, OH 45227 (39.14562, -84.40498)",3950 Red Bank Rd,C/O Cincinnati Sports Club,Cincinnati,OH,45227,(773) 952-9926,1144722653,Administrative Location,529
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Wayne Hospital Company,Wayne Hospital Company,"835 Sweitzer St Greenville, OH 45331 (40.088508, -84.635099)",835 Sweitzer St,,Greenville,OH,45331,(937) 547-5750,1184621161,Administrative Location,736
