"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT","SUBGROUP - GENERAL","SUBGROUP - ACUTE CARE","SUBGROUP - ALCOHOL DRUG","SUBGROUP - CHILDRENS","SUBGROUP - LONG-TERM","SUBGROUP - PSYCHIATRIC","SUBGROUP - REHABILITATION","SUBGROUP - SHORT-TERM","SUBGROUP - SWING-BED APPROVED","SUBGROUP - PSYCHIATRIC UNIT","SUBGROUP - REHABILITATION UNIT","SUBGROUP - SPECIALTY HOSPITAL","SUBGROUP - OTHER","SUBGROUP - OTHER TEXT","REH CONVERSION FLAG","REH CONVERSION DATE","CAH OR HOSPITAL CCN"
O20040927001092,AZ,00-09,PART A PROVIDER - HOSPITAL,1225086028,Y,030037,4688643695,ST LUKES MEDICAL CENTER LP,ST LUKE'S MEDICAL CENTER,09/24/1999,DE,OTHER,LIMITED PARTNERSHIP,P,1500 S MILL AVE,,TEMPE,AZ,852816699,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20040928000254,NJ,00-09,PART A PROVIDER - HOSPITAL,1205880200,N,314001,8628047685,SUMMIT OAKS HOSPITAL INC,SUMMITS OAKS HOSPITAL,03/31/2004,NJ,CORPORATION,,P,19 PROSPECT STREET,,SUMMIT,NJ,079012530,OTHER HOSPITAL PRACTICE LOCATION,ACUTE,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20040929000620,AR,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1992760342,N,041313,7315923620,"OZARK HEALTH, INC",OZARK HEALTH MEDICAL CENTER,12/26/1968,AR,CORPORATION,,N,2500 HIGHWAY 65 SOUTH,OZARK HEALTH MEDICAL CENTER,CLINTON,AR,720316588,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20040929001269,UT,00-09,PART A PROVIDER - HOSPITAL,1417988833,N,460003,5799699625,SALT LAKE REGIONAL MEDICAL CENTER LP,SALT LAKE REGIONAL MEDICAL CENTER,09/23/1999,DE,OTHER,LIMITED PARTNERSHIP,P,1050 EAST SOUTH TEMPLE,,SALT LAKE CITY,UT,841021507,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20040930000578,SC,00-09,PART A PROVIDER - HOSPITAL,1487656294,N,422007,4981673415,"REGENCY HOSPITAL COMPANY OF SOUTH CAROLINA, LLC",REGENCY HOSPITAL OF FLORENCE,05/08/2001,DE,LLC,,P,805 PAMPLICO HIGHWAY,2ND AND 3RD FLOROS,FLORENCE,SC,29504,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20040930000771,TX,00-09,PART A PROVIDER - HOSPITAL,1316933609,N,450891,9234108788,"PHYSICIANS MEDICAL CENTER, LLC",TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLANO,08/23/2005,TX,LLC,,P,6020 W PARKER RD,,PLANO,TX,750938171,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,Y,DIAGNOSTICS & SURGERY,N,,
O20041001000988,AR,00-09,PART A PROVIDER - HOSPITAL,1962473306,N,044005,7113819376,THE BRIDGEWAY LLC,THE BRIDGEWAY,01/31/1983,AR,LLC,,P,21 BRIDGEWAY ROAD,,NORTH LITTLE ROCK,AR,721139514,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041004000728,TX,00-09,PART A PROVIDER - HOSPITAL,1093810327,N,450124,5193634293,ASCENSION SETON,DELL SETON MEDICAL CENTER AT THE UNIVERSITY OF TEXAS,04/05/1900,TX,CORPORATION,,N,1500 RED RIVER ST,,AUSTIN,TX,787011918,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041004000882,IA,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1932142726,N,161301,1052201852,BELMOND COMMUNITY HOSPITAL,IOWA SPECIALTY HOSPITAL-BELMOND,,,OTHER,CAH NON PROFIT,N,403 1ST ST SE,,BELMOND,IA,504211201,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041004000984,LA,00-09,PART A PROVIDER - HOSPITAL,1851487086,N,190267,6406815687,FAIRWAY MEDICAL CENTER LLC,AVALA,08/27/1998,LA,LLC,,P,67252 INDUSTRY LN,,COVINGTON,LA,704338704,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,,
O20041005000427,MI,00-09,PART A PROVIDER - HOSPITAL,1588672406,N,234042,0749249902,T & G CORPORATION INC,BEHAVIORAL CENTER OF MICHIGAN,06/03/1999,MI,CORPORATION,,P,4050 E 12 MILE RD,,WARREN,MI,480922534,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041005000827,CA,00-09,PART A PROVIDER - HOSPITAL,1922001809,N,050663,0547229650,"ALTA LOS ANGELES HOSPITALS, INC.",LOS ANGELES COMMUNITY HOSPITAL,06/10/1998,CA,CORPORATION,,P,4081 E OLYMPIC BLVD,,LOS ANGELES,CA,900233330,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041005000875,CA,00-09,PART A PROVIDER - HOSPITAL,1023010113,N,050135,8022077148,"SOUTHERN CALIFORNIA HEALTHCARE SYSTEM, INC",SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,05/29/1998,CA,CORPORATION,,P,6245 DE LONGPRE AVE,,HOLLYWOOD,CA,900288253,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041007000576,NM,00-09,PART A PROVIDER - HOSPITAL,1679578066,N,323032,6608835319,"REHABILITATION HOSPITAL OF SOUTHERN NEW MEXICO, INC",,08/25/2004,DE,CORPORATION,,P,4441 E LOHMAN AVE,,LAS CRUCES,NM,880118267,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20041008000135,TX,00-09,PART A PROVIDER - HOSPITAL,1245201656,N,450889,2264491810,"TEXAS INSTITUTE FOR SURGERY, LLP",TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPITAL DALLAS,,,PARTNERSHIP,,P,7115 GREENVILLE AVE SUITE 100,TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIA,DALLAS,TX,752315101,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,,N,,
O20041008000526,WV,00-09,PART A PROVIDER - HOSPITAL,1558313213,N,510046,3678482221,PRINCETON COMMUNITY HOSPITAL ASSN. INC.,PRINCETON COMMUNITY HOSPITAL ASSOCIATION INC,05/18/1965,WV,CORPORATION,,N,1333 SOUTHVIEW DR,,BLUEFIELD,WV,247014317,OTHER HOSPITAL PRACTICE LOCATION,PSYCHIATRY,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041009000007,FL,00-09,PART A PROVIDER - HOSPITAL,1376571323,N,100086,3577472422,NORTH BROWARD HOSPITAL DISTRICT,BROWARD HEALTH NORTH,,,OTHER,GOVERNMENT,N,201 EAST SAMPLE ROAD,,POMPANO BEACH,FL,330643502,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041011000516,TN,00-09,PART A PROVIDER - HOSPITAL,1194869297,N,444014,5698687077,STATE OF TENNESSEE,MIDDLE TENNESSEE MENTAL HEALTH INSTITUTE,,,OTHER,STATE GOVERNMENT,N,221 STEWARTS FERRY PIKE,,NASHVILLE,TN,372143325,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041013000409,GA,00-09,PART A PROVIDER - HOSPITAL,1922178789,N,113301,4981506581,SCOTTISH RITE CHILDRENS MEDICAL CTR,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,04/10/1915,GA,CORPORATION,,N,1001 JOHNSON FERRY ROAD,,ATLANTA,GA,303421605,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,,
O20041013000661,TN,00-09,PART A PROVIDER - HOSPITAL,1396739165,N,440173,8527965417,PARKWEST MEDICAL CENTER,,05/11/1990,TN,CORPORATION,,N,9352 PARK WEST BLVD,,KNOXVILLE,TN,379234325,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041013001123,IA,00-09,PART A PROVIDER - HOSPITAL,1962594622,N,160146,0749198026,NORTHWEST IOWA HOSPITAL CORPORATION,ST LUKE'S REGIONAL MEDICAL CENTER,04/30/1974,IA,CORPORATION,,N,2720 STONE PARK BLVD,,SIOUX CITY,IA,511043734,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041014000046,NY,00-09,PART A PROVIDER - HOSPITAL,1114189636,N,33T261,1658283981,PHELPS MEMORIAL HOSPITAL ASSOCIATION,REHABILITATION HOSPITAL SUB PROVIDER HOSPTIAL,11/04/1954,NY,CORPORATION,,N,701N BROADWAY,,SLEEPY HOLLOW,NY,105911020,HOSPITAL REHABILITATION UNIT,,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,,N,,
O20041015000796,NJ,00-09,PART A PROVIDER - HOSPITAL,1275583726,N,310092,0042205387,"CAPITAL HEALTH SYSTEM, INC.",CAPITAL HEALTH REGIONAL MEDICAL CENTER,12/30/1997,NJ,CORPORATION,,N,750 BRUNSWICK AVE,,TRENTON,NJ,086384143,OTHER HOSPITAL PRACTICE LOCATION,ACUTE CARE HOSPITAL,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041019000031,IN,00-09,PART A PROVIDER - HOSPITAL,1376594366,N,150075,1850202920,BLUFFTON HEALTH SYSTEM LLC,BLUFFTON REGIONAL MEDICAL CENTER,08/27/1999,DE,LLC,,P,303 S MAIN ST,,BLUFFTON,IN,467142503,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041019001348,LA,00-09,PART A PROVIDER - HOSPITAL,1164518312,N,194073,1254392640,OCEANS BEHAVIORAL HOSPITAL OF LAFAYETTE LLC,OCEANS HOSPITAL BROUSSARD,,,LLC,,P,420 ALBERTSON PKWY,,BROUSSARD,LA,705184968,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041021001053,AZ,00-09,PART A PROVIDER - HOSPITAL,1306870910,N,034013,6901867001,ST LUKES BEHAVIORAL HOSPITAL LP,ST LUKES BEHAVIORAL HEALTH CENTER,09/24/1999,DE,OTHER,LIMITED PARTNERSHIP,P,1800 E VAN BUREN ST,,PHOENIX,AZ,850063742,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041025001021,PR,00-09,PART A PROVIDER - HOSPITAL,1225017916,N,400124,2769443472,CORPORACION CENTRO CARDIOVASCULAR DE PUERTO RICO Y DEL CARIBE,CENTRO CARDIOVASCULAR DE PUERTO RICO Y DEL CARIBE,06/30/1986,PR,CORPORATION,,N,AMERICO MIRANDA ENTRADA PRINCIPAL,CENTRO MEDICO PRIMER EDIFICIO A LA DERECHA,RIO PIEDRAS,PR,009270001,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,Y,N,,N,,
O20041026001020,MN,00-09,PART A PROVIDER - HOSPITAL,1801870191,Y,240100,5597725168,SANFORD HEALTH OF NORTHERN MINNESOTA,SANFORD BEMIDJI MEDICAL CENTER,11/11/1975,MN,CORPORATION,,N,1300 ANNE ST NW,,BEMIDJI,MN,566015103,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041026001087,MN,00-09,PART A PROVIDER - HOSPITAL,1952406324,N,24T100,5597725168,SANFORD HEALTH OF NORTHERN MINNESOTA,SANFORD BEMIDJI,11/11/1975,MN,CORPORATION,,N,1300 ANNE ST NW,,BEMIDJI,MN,566015103,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20041028000319,CA,00-09,PART A PROVIDER - HOSPITAL,1730171265,N,050737,3577539782,AHMC GARFIELD MEDICAL CENTER LP,GARFIELD MEDICAL CENTER,08/26/2004,CA,OTHER,LIMITED PARTNERSHIP,P,525 N GARFIELD AVE,,MONTEREY PARK,CA,917541202,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20041029000090,CA,00-09,PART A PROVIDER - HOSPITAL,1780676221,N,050736,7719949007,AHMC MONTEREY PARK HOSPITAL LP,MONTEREY PARK HOSPITAL,08/26/2004,CA,PARTNERSHIP,,P,900 S ATLANTIC BLVD,,MONTEREY PARK,CA,917544716,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041029000160,CA,00-09,PART A PROVIDER - HOSPITAL,1346232881,N,050738,3476515776,AHMC GREATER EL MONTE COMMUNITY,GREATER EL MONTE COMMUNITY HOSPITAL,08/26/2004,CA,OTHER,LIMITED PARTNERSHIP,P,1701 SANTA ANITA AVE,,SOUTH EL MONTE,CA,917333482,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041029000197,CA,00-09,PART A PROVIDER - HOSPITAL,1023000569,N,050735,6608838909,AHMC WHITTIER HOSPITAL MEDICAL,WHITTIER HOSPITAL MEDICAL CENTER,08/26/2004,CA,OTHER,LIMITED PARTNERSHIP,P,9080 COLIMA RD,,WHITTIER,CA,906051600,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041029000793,TX,00-09,PART A PROVIDER - HOSPITAL,1255364923,Y,370180,8426957523,CHICKASAW NATION DIVISION OF HEALTH,CHICKASAW NATION MEDICAL CENTER,,,OTHER,IHS FACILITY,N,1921 STONECIPHER BOULEVARD,CHICKASAW NATION DEPARTMENT OF HEALTH,ADA,OK,748203439,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041101000785,AR,00-09,PART A PROVIDER - HOSPITAL,1720003643,N,043033,3274595376,CONWAY REGIONAL REHABILITATION HOSPITAL LLC,,04/06/2004,AR,LLC,,P,2210 ROBINSON AVENUE,,CONWAY,AR,720344943,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20041101000836,PA,00-09,PART A PROVIDER - HOSPITAL,1861435042,N,390009,2860467917,SAINT VINCENT HEALTH CENTER,SAINT VINCENT HOSPITAL,12/10/1894,PA,CORPORATION,,N,232 W 25TH ST,,ERIE,PA,165440002,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,Y,PROGRESSIVE CARE CTR (SNF),N,,
O20041103000258,GA,00-09,PART A PROVIDER - HOSPITAL,1194722389,N,112013,1658282413,SELECT SPECIALTY HOSPITAL - AUGUSTA INC,SELECT SPECIALTY HOSPITAL - AUGUSTA,08/06/2002,DE,CORPORATION,,P,1537 WALTON WAY,,AUGUSTA,GA,309043764,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20041103000961,KS,00-09,PART A PROVIDER - HOSPITAL,1609842681,N,170150,1456245802,SOUTH CENTRAL KANSAS REGIONAL MEDICAL CENTER,SOUTH CENTRAL KANSAS MEDICAL CENTER,01/01/1951,KS,OTHER,QUASI-GOVERNMENT,N,6401 PATTERSON PKWY,,ARKANSAS CITY,KS,670055701,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041103001109,PA,00-09,PART A PROVIDER - HOSPITAL,1215916002,N,390174,8123080868,THOMAS JEFFERSON UNIVERSITY HOSPITALS INC,,11/03/1995,PA,OTHER,NON-PROFIT CORPORATION,N,111 S 11TH ST,,PHILADELPHIA,PA,191074824,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,,N,,
O20041103001260,SD,00-09,PART A PROVIDER - HOSPITAL,1023003969,Y,430095,5799777249,HEART HOSPITAL OF SOUTH DAKOTA LLC,AVERA HEART HOSPITAL OF SOUTH DAKOTA,06/08/1999,NC,LLC,,P,4500 W 69TH ST,,SIOUX FALLS,SD,571088148,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,Y,N,,N,,
O20041104000135,MD,00-09,PART A PROVIDER - HOSPITAL,1124016696,N,210043,7719879485,BALTIMORE WASHINGTON MEDICAL CENTER INC.,UNIVERSITY OF MARYLAND BALTIMORE WASHINGTON MEDICAL CENTER,07/04/1965,MD,CORPORATION,,N,301 HOSPITAL DR,,GLEN BURNIE,MD,210615803,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,N,Y,N,,N,,
O20041104000755,DE,00-09,PART A PROVIDER - HOSPITAL,1295738896,N,080003,7911987144,ST FRANCIS HOSPITAL INC,,02/23/1923,DE,CORPORATION,,N,701 N CLAYTON ST,,WILMINGTON,DE,198053165,MAIN/PRIMARY HOSPITAL LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041104001015,TX,00-09,PART A PROVIDER - HOSPITAL,1801852736,N,450661,8628049889,ODESSA REGIONAL HOSPITAL LP,ODESSA REGIONAL MEDICAL CENTER,09/24/1999,DE,OTHER,LIMITED PARTNERSHIP,P,520 E 6TH ST,ODESSA REGIONAL MEDICAL CENTER,ODESSA,TX,797614527,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041105000173,SC,00-09,PART A PROVIDER - HOSPITAL,1396747929,N,422009,2264495829,"REGENCY HOSPITAL OF GREENVILLE, LLC",REGENCY HOSPITAL OF GREENVILLE,07/02/2003,DE,LLC,,P,1 SAINT FRANCIS DR 4,REGENCY HOSPITAL OF GREENVILLE,GREENVILLE,SC,296013955,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20041105000205,CA,00-09,PART A PROVIDER - HOSPITAL,1942269725,N,050740,8527021237,"CFHS HOLDINGS, INC.",CEDARS-SINAI MARINA DEL REY HOSPITAL,09/01/2015,CA,CORPORATION,,N,4650 LINCOLN BLVD,,MARINA DEL REY,CA,902926306,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041105000516,MN,00-09,PART A PROVIDER - HOSPITAL,1770585382,N,242005,0345203840,"REGENCY HOSPITAL OF MINNEAPOLIS, LLC",REGENCY HOSPITAL OF MINNEAPOLIS,05/24/2004,DE,LLC,,P,1300 HIDDEN LAKES PKWY,,GOLDEN VALLEY,MN,554224286,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20041105000811,NJ,00-09,PART A PROVIDER - HOSPITAL,1083612881,N,310045,9133031149,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,ENGLEWOOD HOSPITAL,05/07/1888,NJ,CORPORATION,,N,350 ENGLE ST,,ENGLEWOOD,NJ,076311808,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041108000221,CA,00-09,PART A PROVIDER - HOSPITAL,1982697678,N,050746,5698738029,ORANGE COUNTY GLOBAL MEDICAL CENTER INC,ORANGE COUNTY GLOBAL MEDICAL CENTER,10/05/2004,CA,CORPORATION,,P,1001 N TUSTIN AVE,,SANTA ANA,CA,927053502,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041108000319,CA,00-09,PART A PROVIDER - HOSPITAL,1790778488,N,050744,5799748133,ANAHEIM GLOBAL MEDICAL CENTER INC,ANAHEIM GLOBAL MEDICAL CENTER,10/05/2004,CA,CORPORATION,,P,1025 S ANAHEIM BLVD,,ANAHEIM,CA,928055806,HOSPITAL PSYCHIATRIC UNIT,,N,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041108000394,CA,00-09,PART A PROVIDER - HOSPITAL,1558354258,N,050747,5890758239,SOUTH COAST GLOBAL MEDICAL CENTER INC,SOUTH COAST GLOBAL MEDICAL CENTER,10/05/2004,CA,CORPORATION,,P,2701 S BRISTOL STREET,,SANTA ANA,CA,927046201,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041108000475,CA,00-09,PART A PROVIDER - HOSPITAL,1427041110,N,050745,8628031978,CHAPMAN GLOBAL MEDICAL CENTER INC,CHAPMAN GLOBAL MEDICAL CENTER,09/28/2004,CA,CORPORATION,,P,2601 E CHAPMAN AVE,,ORANGE,CA,928693206,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041108000765,PR,00-09,PART A PROVIDER - HOSPITAL,1346357225,N,404004,8325012545,"FIRST HOSPITAL PANAMERICANO, INC.",FIRST HOSPITAL PANAMERICANO,09/27/2007,PR,CORPORATION,,P,CARR ESTATAL NUM 787 KM 1.5,,CIDRA,PR,007391400,OTHER HOSPITAL PRACTICE LOCATION,PSYCHIATRIC HOSPITAL,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20041108001039,PR,00-09,PART A PROVIDER - HOSPITAL,1154309169,N,400115,5597728816,INSTITUTO MEDICO DEL NORTE INC,CENTRO MEDICO WILMA N VAZQUEZ,03/11/1977,PR,CORPORATION,,P,ROAD #2 KM 39.5,,VEGA BAJA,PR,006937001,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041109000275,PR,00-09,PART A PROVIDER - HOSPITAL,1568476539,N,400113,5698738862,QUALITY HEALTH SERVICES OF PUERTO RICO INC,HOSPITAL SAN CRISTOBAL,,PR,CORPORATION,,N,CARR 506 KM 1.0,,COTO LAUREL,PR,007800001,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041109000876,CA,00-09,PART A PROVIDER - HOSPITAL,1922039205,N,050543,0042273187,CHCM INC,COSTA MESA MEDICAL CENTER HOSPITAL,09/01/1987,CA,CORPORATION,,P,301 VICTORIA ST,,COSTA MESA,CA,926271995,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041109000994,GA,00-09,PART A PROVIDER - HOSPITAL,1811940976,N,110201,8325036130,"MACON NORTHSIDE HOSPITAL, LLC",PIEDMONT MACON NORTH HOSPITAL,04/08/1998,DE,LLC,,N,400 CHARTER BLVD,,MACON,GA,312104831,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041109001101,GA,00-09,PART A PROVIDER - HOSPITAL,1598719643,N,110164,6406819572,COLISEUM MEDICAL CENTER LLC,PIEDMONT MACON MEDICAL CENTER,04/08/1998,DE,LLC,,N,350 HOSPITAL DR,,MACON,GA,312173838,MAIN/PRIMARY HOSPITAL LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041110000419,TX,00-09,PART A PROVIDER - HOSPITAL,1912906298,N,450697,2163485103,SOUTHWEST GENERAL HOSPITAL LP,TEXAS VISTA MEDICAL CENTER,09/24/1999,DE,OTHER,LIMITED PARTNERSHIP,P,7400 BARLITE BLVD,,SAN ANTONIO,TX,782241308,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041110000695,OH,00-09,PART A PROVIDER - HOSPITAL,1043210495,N,362024,4981667953,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN INC,SELECT SPECIALTY HOSPITAL YOUNGSTOWN,12/09/1998,MO,CORPORATION,,P,1044 BELMONT AVE,,YOUNGSTOWN,OH,445041006,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20041110001068,CA,00-09,PART A PROVIDER - HOSPITAL,1043215379,N,050169,3678545308,PIH HEALTH WHITTIER HOSPITAL,,02/02/1954,CA,CORPORATION,,N,12401 WASHINGTON BLVD,,WHITTIER,CA,906021006,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041111000135,WI,00-09,PART A PROVIDER - HOSPITAL,1558363986,Y,520030,6406757442,ASPIRUS WAUSAU HOSPITAL INC,,12/02/1982,WI,CORPORATION,,N,333 PINE RIDGE BLVD,,WAUSAU,WI,544014102,OTHER HOSPITAL PRACTICE LOCATION,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041112000148,OK,00-09,PART A PROVIDER - HOSPITAL,1215914254,Y,370018,0547170888,JANE PHILLIPS MEMORIAL MEDICAL CENTER INC,,02/02/1950,OK,CORPORATION,,N,3500 E FRANK PHILLIPS BLVD,,BARTLESVILLE,OK,740062411,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,N,,
O20041112000425,WA,00-09,PART A PROVIDER - HOSPITAL,1346250594,Y,500024,7719873496,PROVIDENCE HEALTH & SERVICES WASHINGTON,PROVIDENCE ST PETER HOSPITAL,01/28/1859,WA,CORPORATION,,N,413 LILLY RD NE,,OLYMPIA,WA,985065166,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20041112000529,OK,00-09,PART A PROVIDER - HOSPITAL,1205881125,N,372019,8628032307,"SOLARA HOSPITAL SHAWNEE, LLC",CORNERSTONE SPECIALTY HOSPITALS SHAWNEE,04/07/2004,OK,LLC,,P,"1900 GORDON COOPER DR, 2ND FLR",CORNERSTONE SPECIALTY HOSPITALS SHAWNEE,SHAWNEE,OK,748018603,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20041112000546,WA,00-09,PART A PROVIDER - HOSPITAL,1508877689,N,50S024,7719873496,PROVIDENCE HEALTH & SERVICES WASHINGTON,PROVIDENCE ST PETER HOSPITAL,01/28/1859,WA,CORPORATION,,N,413 LILLY RD NE,,OLYMPIA,WA,985065166,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
